gold	param	spearman_r	p_value	n
sspg	si	0.3161108827136336	0.3735613327078874	10
sspg	mi	-0.5227987675648555	0.12102739408380091	10
sspg	tau_m	-0.498482545817653	0.14251791767625296	10
sspg	sg	0.43769199144964654	0.20584999674311066	10
di	si	0.2571428571428572	0.6227871720116618	6
di	mi	0.8285714285714287	0.04156268221574334	6
di	tau_m	0.8285714285714287	0.04156268221574334	6
di	sg	0.028571428571428574	0.9571545189504373	6
homa_ir	si	-0.049999999999999996	0.8983528043506301	9
homa_ir	mi	-0.39999999999999997	0.2861051019083128	9
homa_ir	tau_m	-0.3666666666666667	0.33173980143301496	9
homa_ir	sg	0.5	0.1704706607870538	9
homa_b	si	-0.15	0.7000942309691419	9
homa_b	mi	0.6833333333333333	0.04244227208707231	9
homa_b	tau_m	0.6333333333333333	0.06708578689234565	9
homa_b	sg	-0.39999999999999997	0.2861051019083128	9
