gold	param	spearman_r	p_value	n
sspg	si	-0.6990913752320743	0.024470990757150354	10
sspg	mi	-0.5957474328064633	0.0691558441520855	10
sspg	tau_m	0.6747751534848716	0.0323118085420257	10
sspg	sg	-0.43161293601284584	0.21294529187580233	10
di	si	0.48571428571428577	0.3287230320699709	6
di	mi	0.5428571428571429	0.26570262390670557	6
di	tau_m	-0.48571428571428577	0.3287230320699709	6
di	sg	0.7142857142857143	0.1107871720116617	6
homa_ir	si	-0.35	0.35581957250178897	9
homa_ir	mi	-0.6833333333333333	0.04244227208707231	9
homa_ir	tau_m	0.33333333333333337	0.38071318167686347	9
homa_ir	sg	-0.016666666666666666	0.9660548039946861	9
homa_b	si	0.6166666666666666	0.07692880993776309	9
homa_b	mi	0.5499999999999999	0.12497678418833198	9
homa_b	tau_m	-0.7333333333333334	0.02455415007146968	9
homa_b	sg	0.6666666666666667	0.0498672305688851	9
