meal_type,n_sspg,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,n_di,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Cornflakes,20,0.4357477059697046,0.6451127819548872,-0.7411086939344049,105.3239090694239,76.7109188079834,16,0.6184593604991385,0.6264705882352941,-5.187847039007703,1.8034647130185355,1.7054515272877442
PB_sandwich,20,0.27449559113726874,0.31729323308270674,-0.9225856432535311,110.6768716076725,83.00569133758545,16,0.5264839970802603,0.55,-5.65543296229847,1.8703635104362444,1.7579355627796875
Protein_bar,20,0.56038708986964,0.8210526315789473,-0.9387151220955121,111.14016221603752,84.70953769683838,16,0.6334259317406349,0.5441176470588236,-5.671997831626278,1.8726896605986503,1.7644694686434494
