gold	param	spearman_r	p_value	n
sspg	si	0.6018264882432639	0.06564599213625309	10
sspg	mi	0.3039527718400323	0.3932011151432977	10
sspg	tau_m	0.395138603392042	0.25841872523187825	10
sspg	sg	0.6139845991168652	0.05898096236903695	10
di	si	-0.48571428571428577	0.3287230320699709	6
di	mi	-0.14285714285714288	0.7871720116618075	6
di	tau_m	0.5428571428571429	0.26570262390670557	6
di	sg	-0.48571428571428577	0.3287230320699709	6
homa_ir	si	0.7666666666666667	0.01594401657897401	9
homa_ir	mi	0.6166666666666666	0.07692880993776309	9
homa_ir	tau_m	0.5333333333333333	0.13922686754397814	9
homa_ir	sg	0.2333333333333333	0.5456987782182727	9
homa_b	si	-0.33333333333333337	0.38071318167686347	9
homa_b	mi	0.3	0.4328453267094823	9
homa_b	tau_m	0.06666666666666667	0.8646897846262037	9
homa_b	sg	-0.6	0.0876228290414024	9
