gold	param	spearman_r	p_value	n
sspg	si	0.38905954795524134	0.2664779212005221	10
sspg	mi	0.23708316203522517	0.5095614092618308	10
sspg	tau_m	0.23708316203522517	0.5095614092618308	10
sspg	sg	-0.24316221747202585	0.49843371099777956	10
di	si	0.16363636363636364	0.6514773427962428	10
di	mi	-0.10303030303030303	0.7769984634438898	10
di	tau_m	-0.10303030303030303	0.7769984634438898	10
di	sg	-0.309090909090909	0.3848412302612835	10
homa_ir	si	0.7062937062937064	0.010245193941127852	12
homa_ir	mi	-0.1398601398601399	0.6646331617926677	12
homa_ir	tau_m	-0.1398601398601399	0.6646331617926677	12
homa_ir	sg	-0.7272727272727274	0.007355028857805126	12
homa_b	si	0.2517482517482518	0.42991878503288405	12
homa_b	mi	0.3216783216783217	0.30790987618065263	12
homa_b	tau_m	0.3216783216783217	0.30790987618065263	12
homa_b	sg	-0.06293706293706294	0.8459309212287789	12
