gold	param	spearman_r	p_value	n
sspg	si	-0.5167197121280549	0.12619736664661996	10
sspg	mi	-0.23100410659842457	0.5207915330258043	10
sspg	tau_m	0.42553388057604524	0.22017919518735943	10
sspg	sg	0.44377104688644714	0.1988934422361148	10
di	si	0.09523809523809526	0.8225054302036114	8
di	mi	0.2142857142857143	0.6103444156452669	8
di	tau_m	0.04761904761904763	0.9108491685195836	8
di	sg	-0.28571428571428575	0.4927262450169573	8
homa_ir	si	-0.39999999999999997	0.2861051019083128	9
homa_ir	mi	-0.3666666666666667	0.33173980143301496	9
homa_ir	tau_m	0.13333333333333333	0.7323675052362975	9
homa_ir	sg	0.5166666666666667	0.1543901209862251	9
homa_b	si	0.6666666666666667	0.0498672305688851	9
homa_b	mi	0.2333333333333333	0.5456987782182727	9
homa_b	tau_m	-0.75	0.019942126131992522	9
homa_b	sg	-0.6333333333333333	0.06708578689234565	9
