gold	param	spearman_r	p_value	n
sspg	si	-0.43161293601284584	0.21294529187580233	10
sspg	mi	-0.04255338805760452	0.9070828390046616	10
sspg	tau_m	0.1580554413568168	0.6627622972444478	10
sspg	sg	-0.47416632407045034	0.16619192808155497	10
di	si	-0.08571428571428573	0.8717434402332361	6
di	mi	-0.3714285714285715	0.46847813411078715	6
di	tau_m	-0.3714285714285715	0.46847813411078715	6
di	sg	0.3714285714285715	0.46847813411078715	6
homa_ir	si	-0.6333333333333333	0.06708578689234565	9
homa_ir	mi	-0.13333333333333333	0.7323675052362975	9
homa_ir	tau_m	0.016666666666666666	0.9660548039946861	9
homa_ir	sg	-0.41666666666666663	0.26458604674749614	9
homa_b	si	-0.13333333333333333	0.7323675052362975	9
homa_b	mi	-0.6	0.0876228290414024	9
homa_b	tau_m	-0.38333333333333336	0.30849527238037144	9
homa_b	sg	0.48333333333333334	0.18746985521554207	9
