target,fold_id,spearman_r,rmse,r2
sspg,0,0.4926470588235295,77.90152804761861,0.016816670323121063
sspg,1,0.3090129336181086,68.77833772820932,-0.01587594691498273
sspg,2,0.13014141160648662,74.02708763182301,-1.4094807819998767
sspg,3,0.7770421529709435,83.48797899672688,0.11097697601535705
sspg,4,0.45474625997731355,80.59962734691386,-0.05717984244268459
di,0,0.3186813186813187,1.642287674597589,-0.17622383929456897
di,1,0.12637362637362637,1.18758222415694,-0.08370827817225823
di,2,0.510989010989011,0.958243251139604,0.13220242634227342
di,3,-0.37762237762237766,0.9879614104906334,-0.9087992734948325
di,4,0.15384615384615385,0.7486190997628549,-0.9056788515078862
homa_ir,0,0.26165413533834586,1.2588427734886294,-0.6296346186844337
homa_ir,1,0.43458646616541347,1.0803633968547601,0.07278879243239988
homa_ir,2,0.612280701754386,1.5077202874426856,0.0038031546835261
homa_ir,3,0.5985081752125454,1.3485121780103861,0.18839030418556313
homa_ir,4,0.45438596491228067,1.150282078380535,0.21662715127752752
homa_b,0,0.5428571428571428,54.710747287213835,0.10219802009759682
homa_b,1,-0.08270676691729321,57.972340673206254,-0.6277934597650681
homa_b,2,0.6228070175438596,36.599039016187,0.16636529914851506
homa_b,3,0.6807017543859648,54.84478465573956,0.06590357180661788
homa_b,4,0.4070175438596491,49.007977162962455,0.11924070384575636
