gold	param	spearman_r	p_value	n
sspg	si	0.0	1.0	5
sspg	mi	-0.6	0.28475697986529375	5
sspg	tau_m	-0.7	0.18812040437418728	5
sspg	sg	-0.7999999999999999	0.10408803866182788	5
di	si	-0.3	0.6238376647810728	5
di	mi	0.3	0.6238376647810728	5
di	tau_m	0.8999999999999998	0.03738607346849875	5
di	sg	0.8999999999999998	0.03738607346849875	5
homa_ir	si	-0.30952380952380953	0.4556448907375822	8
homa_ir	mi	-0.5952380952380953	0.11952980613879259	8
homa_ir	tau_m	-0.2142857142857143	0.6103444156452669	8
homa_ir	sg	-0.7142857142857144	0.04652823228416724	8
homa_b	si	0.2380952380952381	0.5701563208157683	8
homa_b	mi	0.19047619047619052	0.6514014957024814	8
homa_b	tau_m	0.38095238095238104	0.35181255311756476	8
homa_b	sg	0.2380952380952381	0.5701563208157683	8
