gold	param	spearman_r	p_value	n
sspg	si	-0.42857142857142866	0.337368311085824	7
sspg	mi	-0.14285714285714288	0.7599453002180929	7
sspg	tau_m	-0.6785714285714287	0.0937502539598313	7
sspg	sg	-0.8214285714285715	0.023448808345691505	7
di	si	0.25	0.5887244480896833	7
di	mi	-0.39285714285714296	0.38331687042697266	7
di	tau_m	0.7142857142857144	0.0713435614675376	7
di	sg	0.25	0.5887244480896833	7
homa_ir	si	-0.6071428571428572	0.1482311614811614	7
homa_ir	mi	-0.1785714285714286	0.7016579425162729	7
homa_ir	tau_m	-0.7857142857142859	0.03623846267982714	7
homa_ir	sg	-0.5	0.2531699951003227	7
homa_b	si	-0.28571428571428575	0.5345092286010406	7
homa_b	mi	-0.5	0.2531699951003227	7
homa_b	tau_m	0.1785714285714286	0.7016579425162729	7
homa_b	sg	0.14285714285714288	0.7599453002180929	7
