experiment,sspg_pearson_r,sspg_rmse,di_pearson_r,di_rmse
Exp1_ODE10_Unsupervised_Baseline,0.36748995231163956,134.73750342554808,0.5351032253182573,2.3891555475239414
Exp2_ODE10_WeakSupervision,-0.06814952256420645,101.57855205988338,0.21409813312508585,1.2765417896366933
Exp3_Hybrid26_WeakSupervision_Ortho,0.3952833541893569,81.09464771858632,0.6641931398115793,0.7365589628868873
