gold	param	spearman_r	p_value	n
sspg	si	-0.08571428571428573	0.8717434402332361	6
sspg	mi	-0.028571428571428574	0.9571545189504373	6
sspg	tau_m	0.030358837035945815	0.9544757346935633	6
sspg	sg	-0.14285714285714288	0.7871720116618075	6
di	si	-0.3	0.6238376647810728	5
di	mi	0.39999999999999997	0.5046315754686911	5
di	tau_m	-0.6708203932499368	0.21516994256955005	5
di	sg	-0.39999999999999997	0.5046315754686911	5
homa_ir	si	0.28484848484848485	0.42503815489214547	10
homa_ir	mi	-0.3696969696969697	0.2930500752928223	10
homa_ir	tau_m	0.22627786434233255	0.529592020309138	10
homa_ir	sg	0.32121212121212117	0.3654683104386702	10
homa_b	si	0.1515151515151515	0.6760651759978538	10
homa_b	mi	-0.2727272727272727	0.44583834154275137	10
homa_b	tau_m	0.23920802801903726	0.5056601006121273	10
homa_b	sg	0.2606060606060606	0.4670890543863402	10
