gold	param	spearman_r	p_value	n
sspg	si	0.7714285714285715	0.07239650145772594	6
sspg	mi	-0.4285714285714286	0.3965014577259474	6
sspg	tau_m	-0.14285714285714288	0.7871720116618075	6
sspg	sg	0.4285714285714286	0.3965014577259474	6
di	si	-0.5428571428571429	0.26570262390670557	6
di	mi	-0.08571428571428573	0.8717434402332361	6
di	tau_m	-0.3714285714285715	0.46847813411078715	6
di	sg	0.08571428571428573	0.8717434402332361	6
homa_ir	si	0.4285714285714286	0.2894032248467901	8
homa_ir	mi	-0.2380952380952381	0.5701563208157683	8
homa_ir	tau_m	0.261904761904762	0.530922861565801	8
homa_ir	sg	0.2380952380952381	0.5701563208157683	8
homa_b	si	-0.023809523809523815	0.9553740118158807	8
homa_b	mi	-0.11904761904761905	0.7788857260523797	8
homa_b	tau_m	0.30952380952380953	0.4556448907375822	8
homa_b	sg	0.11904761904761905	0.7788857260523797	8
