target,fold_id,spearman_r,rmse,r2
sspg,0,0.35539215686274517,79.9379163184981,-0.035257059280447756
sspg,1,0.21581855681264728,77.44388792772821,-0.2879874237465021
sspg,2,-0.10804192661670588,68.86482143269552,-1.0851485031623653
sspg,3,0.7888155189250486,84.0551328936334,0.09885725535245582
sspg,4,0.6210450540790495,72.55987963635827,0.1432069927984645
di,0,0.4340659340659341,1.5978920834915455,-0.11349020359023365
di,1,0.42857142857142855,0.9947731186537262,0.23961577913683751
di,2,0.576923076923077,0.9065631678172874,0.22328260077506623
di,3,-0.1258741258741259,0.9270407643817882,-0.6806526370961075
di,4,0.34965034965034975,0.7304565025749737,-0.8143314427036121
homa_ir,0,0.24360902255639094,1.1264652589862336,-0.3049169256335731
homa_ir,1,0.5308270676691729,1.008577909300004,0.19191349823056125
homa_ir,2,0.5368421052631579,1.5490716650004648,-0.05159042970022387
homa_ir,3,0.4054410219181759,1.4607658376562407,0.0476453901124998
homa_ir,4,0.3526315789473684,1.1778594053120726,0.17861509660535457
homa_b,0,0.2857142857142857,57.779043189039534,-0.0013270690333164747
homa_b,1,-0.29473684210526313,53.96175279812068,-0.4103591616817568
homa_b,2,0.343859649122807,39.252847371170134,0.04108800552757452
homa_b,3,0.3403508771929824,58.247296375593855,-0.05359228999321353
homa_b,4,0.21929824561403505,51.499692502465386,0.02740293777751357
