gold	param	spearman_r	p_value	n
sspg	si	-0.6571428571428573	0.15617492711370237	6
sspg	mi	-0.2	0.704	6
sspg	tau_m	-0.5428571428571429	0.26570262390670557	6
sspg	sg	0.5428571428571429	0.26570262390670557	6
di	si	-0.09999999999999999	0.8728885715695383	5
di	mi	-0.39999999999999997	0.5046315754686911	5
di	tau_m	0.0	1.0	5
di	sg	0.3	0.6238376647810728	5
homa_ir	si	-0.6606060606060605	0.03758837757140939	10
homa_ir	mi	0.006060606060606061	0.9867429111949892	10
homa_ir	tau_m	-0.0303030303030303	0.9337729580941466	10
homa_ir	sg	0.12727272727272726	0.7260570147627894	10
homa_b	si	-0.7575757575757575	0.011143446799694208	10
homa_b	mi	-0.1515151515151515	0.6760651759978538	10
homa_b	tau_m	-0.2121212121212121	0.5563057751029299	10
homa_b	sg	0.2727272727272727	0.44583834154275137	10
