gold	param	spearman_r	p_value	n
sspg	si	0.6121212121212121	0.05997214247725524	10
sspg	mi	-0.28484848484848485	0.42503815489214547	10
sspg	tau_m	0.6121212121212121	0.05997214247725524	10
sspg	sg	-0.23636363636363633	0.5108853175152002	10
di	si	-0.4285714285714286	0.2894032248467901	8
di	mi	-0.4047619047619048	0.3198886412288162	8
di	tau_m	-0.8095238095238096	0.014902667686230067	8
di	sg	-0.4047619047619048	0.3198886412288162	8
homa_ir	si	-0.0303030303030303	0.9337729580941466	10
homa_ir	mi	-0.23636363636363633	0.5108853175152002	10
homa_ir	tau_m	0.18787878787878787	0.603217610029209	10
homa_ir	sg	-0.2121212121212121	0.5563057751029299	10
homa_b	si	0.34545454545454546	0.32822651147136733	10
homa_b	mi	0.1515151515151515	0.6760651759978538	10
homa_b	tau_m	0.33333333333333326	0.34659350708733405	10
homa_b	sg	0.17575757575757575	0.6271883447764844	10
