target,method,spearman_r,rmse
sspg,Ridge_linear,0.5197135605961292,64.62899130150728
sspg,Ridge_log_target,0.5203472199364738,67.26393066899118
sspg,Ridge_poly2,0.45200277007870737,68.17210331096413
sspg,GradientBoosting,0.35420524454986346,73.74736893659623
di,Ridge_linear,0.6343137254901962,1.0264870768994376
di,Ridge_log_target,0.6632352941176471,1.852247338697279
di,Ridge_poly2,0.7019607843137254,1.0834440117860786
di,GradientBoosting,0.6319085298154914,1.0618055707316398
