tier,sspg_n,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,di_n,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Tier 1: CGM 统计特征,83,0.21993444039911875,0.3020145622437811,0.046893757158408045,74.0436228606458,61.435782926343094,79,0.15710305787464315,0.2128664366302602,0.012287225503406773,1.0537361550491064,0.8098646547651099
Tier 2: 6D ODE 参数,83,0.37021541578045913,0.39549850943627546,0.06763619922187347,73.23348553318273,58.32531121532854,79,0.23800461907093504,0.26362137063152874,-5.533581691198485,2.7101430126441404,1.8454306248109515
Tier 3: 26D 全潜变量,83,0.443695613598488,0.43949527784545506,-0.041920901433552205,77.4166506552676,60.32328274854151,79,0.21759626109298527,0.27154498263028787,-1.7948740400889776,1.772546618396324,1.2924308138293004
Tier 4: 26D + Demographics,83,0.48461164399801304,0.4962890065721698,0.08313375196461292,72.62229943109318,55.67439627481847,79,0.18747664174892792,0.29221209964087635,-2.0724098567166704,1.8584724222541396,1.3523208337406947
