gold	param	spearman_r	p_value	n
sspg	si	0.41039134083406165	0.49253578170279755	5
sspg	mi	-0.051298917604257706	0.9347128481082341	5
sspg	tau_m	0.20519567041703082	0.7405819415910722	5
sspg	sg	-0.20519567041703082	0.7405819415910722	5
di	si	0.39999999999999997	0.6	4
di	mi	0.7999999999999999	0.20000000000000007	4
di	tau_m	0.7999999999999999	0.20000000000000007	4
di	sg	-0.7999999999999999	0.20000000000000007	4
homa_ir	si	-0.21666666666666667	0.5755148957119259	9
homa_ir	mi	0.5499999999999999	0.12497678418833198	9
homa_ir	tau_m	0.5833333333333334	0.09918581647988323	9
homa_ir	sg	0.6	0.0876228290414024	9
homa_b	si	-0.016666666666666666	0.9660548039946861	9
homa_b	mi	0.6333333333333333	0.06708578689234565	9
homa_b	tau_m	0.6666666666666667	0.0498672305688851	9
homa_b	sg	0.33333333333333337	0.38071318167686347	9
