gold	param	spearman_r	p_value	n
sspg	si	0.3142857142857143	0.5440932944606414	6
sspg	mi	0.4285714285714286	0.3965014577259474	6
sspg	tau_m	0.028571428571428574	0.9571545189504373	6
sspg	sg	0.942857142857143	0.004804664723032055	6
di	si	-0.6	0.20799999999999982	6
di	mi	0.4285714285714286	0.3965014577259474	6
di	tau_m	0.08571428571428573	0.8717434402332361	6
di	sg	-0.2	0.704	6
homa_ir	si	0.4761904761904762	0.23293553465009798	8
homa_ir	mi	-0.023809523809523815	0.9553740118158807	8
homa_ir	tau_m	-0.4285714285714286	0.2894032248467901	8
homa_ir	sg	0.6190476190476191	0.1017330374542646	8
homa_b	si	0.3571428571428572	0.38512064355625636	8
homa_b	mi	0.04761904761904763	0.9108491685195836	8
homa_b	tau_m	-0.5476190476190477	0.1600256425388966	8
homa_b	sg	0.30952380952380953	0.4556448907375822	8
