gold	param	spearman_r	p_value	n
sspg	si	-0.3708223816448394	0.2914682712989585	10
sspg	mi	-0.5288778230016562	0.11599132062584641	10
sspg	tau_m	-0.17629260766721871	0.6261234187474365	10
sspg	sg	-0.26747843921922837	0.4549860079540271	10
di	si	0.8333333333333335	0.01017554012345675	8
di	mi	0.7142857142857144	0.04652823228416724	8
di	tau_m	0.11904761904761905	0.7788857260523797	8
di	sg	0.38095238095238104	0.35181255311756476	8
homa_ir	si	0.31666666666666665	0.4063970144863861	9
homa_ir	mi	0.03333333333333333	0.932156735540504	9
homa_ir	tau_m	0.41666666666666663	0.26458604674749614	9
homa_ir	sg	-0.21666666666666667	0.5755148957119259	9
homa_b	si	0.2833333333333333	0.46003032896571994	9
homa_b	mi	0.41666666666666663	0.26458604674749614	9
homa_b	tau_m	0.11666666666666665	0.7650079429261462	9
homa_b	sg	0.43333333333333335	0.2439524358800516	9
