gold	param	spearman_r	p_value	n
sspg	si	-0.2613993837824278	0.465684706386463	10
sspg	mi	0.2613993837824278	0.465684706386463	10
sspg	tau_m	-0.024316221747202584	0.9468397049085097	10
sspg	sg	-0.46808726863364974	0.17245503609398916	10
di	si	-0.14285714285714288	0.7871720116618075	6
di	mi	-0.6571428571428573	0.15617492711370237	6
di	tau_m	-0.48571428571428577	0.3287230320699709	6
di	sg	0.2571428571428572	0.6227871720116618	6
homa_ir	si	0.03333333333333333	0.932156735540504	9
homa_ir	mi	0.5333333333333333	0.13922686754397814	9
homa_ir	tau_m	0.15	0.7000942309691419	9
homa_ir	sg	-0.18333333333333335	0.6368198117628943	9
homa_b	si	0.13333333333333333	0.7323675052362975	9
homa_b	mi	0.25	0.5164895523012263	9
homa_b	tau_m	0.19999999999999998	0.6059012741795533	9
homa_b	sg	0.75	0.019942126131992522	9
