feature,importance
z_init_3,0.05141685138866737
z_init_0,0.02605596212753375
z_nonseq_11,0.02450581580370346
z_nonseq_7,0.02094118185635603
tau_m,0.020287712392734216
z_nonseq_9,0.02028463586757766
z_nonseq_14,0.017569070808198656
z_nonseq_0,0.015946459566216018
z_nonseq_5,0.014655028247882534
z_nonseq_15,0.01460253323813152
z_nonseq_10,0.014237591941071008
Gb,0.013800863885067217
z_nonseq_12,0.013322545841521864
z_nonseq_13,0.010838615646814459
z_nonseq_2,0.004892139892929141
p2,0.003418081353875866
z_nonseq_3,0.002674798899826041
z_nonseq_4,0.00219168635609788
z_init_2,0.00178956675958122
z_nonseq_1,0.0013711857095648741
z_nonseq_6,0.0013446615214810897
mi,0.001060100725559104
z_init_1,0.0007622005839926287
z_nonseq_8,0.0006353602950445389
si,0.000534333847405822
sg,0.00026724159633174563
