experiment,sspg_pearson_r,sspg_rmse,di_pearson_r,di_rmse,si_cv,mi_cv,Gb_mean,si_mae_phase1_vs_phase2,mi_mae_phase1_vs_phase2
v14_Exp1_ConfigD_Narrow_E2E,0.7237702007119919,68.3793768605699,0.660290162250086,0.6160511126705472,0.13616628567469152,0.45772741944069695,118.52296849484536,,
v14_Exp2_ConfigD_Wide_E2E,,80.09114152395493,-0.07346752381051921,0.7570373826864021,0.21839786925592092,0.2749323092524245,144.61579916494844,,
v14_Exp3_ConfigD_Wide_TwoPhase,0.6660229937135946,74.23709084744526,0.6801560397756926,0.6029376428649018,0.2471148679151787,0.1814108410344565,138.92134430927834,0.0,0.0
