target,method,validation,rmse,mae,r2,pearson_r,spearman_r,spearman_p,n,metric,mean,std,n_folds,test_dataset,pearson_p,coef_file
sspg,direct_mi,full_sample,69.98372417797047,55.53289424533804,0.14854815000192623,0.3854194468393184,0.391950213630429,0.00024786566290157174,83.0,,,,,,,
sspg,direct_si,full_sample,75.84060464162053,63.86666350161973,7.007081664567316e-05,0.008370831299563137,0.01957861443166783,0.8605442591836727,83.0,,,,,,,
di,direct_mi,full_sample,1.0485544607632287,0.809875311951046,0.12941872127752352,0.359748135891644,0.3263288010123744,0.009049874701366607,63.0,,,,,,,
di,direct_si,full_sample,1.1172374494494328,0.8567020824005206,0.011632835728941027,0.10785562446589796,0.05772438705757285,0.6531624274616799,63.0,,,,,,,
homa_ir,direct_mi,full_sample,1.2163213438805458,0.8602298360509805,0.16103487101002156,0.40129150378498807,0.4840790295643603,5.073934188159712e-07,97.0,,,,,,,
homa_ir,direct_si,full_sample,1.3265235561511617,1.0264892433785575,0.0021225983216084376,0.046071665062191555,-0.021427397350803384,0.8349763813152573,97.0,,,,,,,
homa_b,direct_mi,full_sample,51.369770638379784,36.532474915653296,0.0007763058668585066,0.02786226600365823,0.02864685210471581,0.7805991007159748,97.0,,,,,,,
homa_b,direct_si,full_sample,49.441336183006555,35.25965733503229,0.07439035993350385,0.2727459622680123,0.29980899911015296,0.002850212313647924,97.0,,,,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,rmse,74.43741870438744,7.426672622160727,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,rmse,78.18416743613167,15.186035294480504,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,rmse,75.8844821628161,8.242154896868943,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,r2,-0.1938976889174513,0.5553734785042481,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,r2,-0.17747630845525478,0.10784117617296536,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,r2,-0.23120774935551305,0.5507392561418832,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,pearson_r,0.3846728449804121,0.32358139356223165,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,pearson_r,-0.23057940592123286,0.23672235793679397,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,pearson_r,0.34993433492164405,0.30815378479010413,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,spearman_r,0.4079441120219876,0.26363101469660494,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,spearman_r,-0.2686199569433406,0.19526879745623688,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,spearman_r,0.356192935898171,0.2676789942223368,,,,
di,single_mi,5fold_single_vs_joint,,,,,,,63.0,rmse,1.04244967322856,0.2870261556719931,,,,
di,single_si,5fold_single_vs_joint,,,,,,,63.0,rmse,1.0980313244879654,0.33586651286051467,,,,
di,ridge_6d,5fold_single_vs_joint,,,,,,,63.0,rmse,1.0893343295122093,0.30781539512311457,,,,
di,single_mi,5fold_single_vs_joint,,,,,,,63.0,r2,-0.2658767943985767,0.47334310313018874,,,,
di,single_si,5fold_single_vs_joint,,,,,,,63.0,r2,-0.30760947478681533,0.2727696324564976,,,,
