model,ir_auc,ir_auprc,ir_brier,ir_ece,decomp_auc,decomp_auprc,decomp_brier,decomp_ece
Ridge10D,0.8636363636363636,0.8150974025974026,0.23605860745823196,0.3563719243935514,0.9520000000000001,0.6861904761904761,0.10643862827271071,0.24371699733719948
Ridge26D,0.9034090909090908,0.8561507936507937,0.2583966278609131,0.37934671553548527,0.9600000000000001,0.8261904761904761,0.10379861504503403,0.1840167730218358
Metwally14_Ridge,0.8863636363636364,0.8181818181818181,0.12937708564164133,0.1019454831182871,0.896,0.6880952380952381,0.10591117710868486,0.1983267797607819
