model,target,n,spearman,spearman_ci_lo,spearman_ci_hi,r2,r2_ci_lo,r2_ci_hi,rmse,rmse_ci_lo,rmse_ci_hi,mae
Ridge10D,sspg,20,0.6090225563909774,0.2149093671273768,0.8251116200023044,0.08236062125341026,-0.8162208350468452,0.13581029886457002,76.46277377788584,49.54769241055167,100.91418617058227,60.42584328453442
Ridge10D,di,16,0.6470588235294118,0.12327207670626804,0.9282511210762332,0.29340550979220503,-0.1654644834003808,0.576293829853132,0.6094288193293391,0.3437277027844774,0.8643834020520832,0.45429844421110754
Ridge26D,sspg,20,0.7789473684210525,0.5219923231469239,0.9095940271873197,0.16035103605406853,-0.9143771708958425,0.246883133100237,73.1413388173112,51.201207401937694,94.27236681512882,59.047502000990924
Ridge26D,di,16,0.6088235294117647,0.07735191637630663,0.8806058990760486,0.2073516310994975,-0.38972242248209465,0.5600387782759706,0.6454731026249682,0.3374510644827409,0.9274809012022444,0.4733235798100903
Metwally14_Ridge,sspg,20,0.8270676691729323,0.6075896200324916,0.92378916225619,0.16561101052910754,-0.15816018982796123,0.6035724491999173,72.91188221830443,28.39432196623789,110.63616985082976,45.65340879969571
Metwally14_Ridge,di,16,0.6029411764705882,0.06404387108792847,0.8910986261785901,-0.10872466847307205,-1.3895773127689373,0.18189615141982637,0.7633957181153942,0.5801583173951689,0.9190170740437223,0.6623521289686312
