gold	param	spearman_r	p_value	n
sspg	si	-0.3039527718400323	0.3932011151432977	10
sspg	mi	-0.3465061598976368	0.3266572580343009	10
sspg	tau_m	0.46341463414634154	0.17736323354375375	10
sspg	sg	0.13981827504641486	0.7000568732769904	10
di	si	0.14285714285714288	0.735764859879812	8
di	mi	0.6904761904761906	0.057990318164572716	8
di	tau_m	0.523809523809524	0.18272075053971484	8
di	sg	0.3571428571428572	0.38512064355625636	8
homa_ir	si	-0.33333333333333337	0.38071318167686347	9
homa_ir	mi	0.4666666666666666	0.20538635110581185	9
homa_ir	tau_m	0.5333333333333333	0.13922686754397814	9
homa_ir	sg	-0.21666666666666667	0.5755148957119259	9
homa_b	si	0.2833333333333333	0.46003032896571994	9
homa_b	mi	0.2333333333333333	0.5456987782182727	9
homa_b	tau_m	-0.35	0.35581957250178897	9
homa_b	sg	0.3	0.4328453267094823	9
