gold	param	spearman_r	p_value	n
sspg	si	-0.5428571428571429	0.26570262390670557	6
sspg	mi	-0.6571428571428573	0.15617492711370237	6
sspg	tau_m	-0.6	0.20799999999999982	6
sspg	sg	0.6	0.20799999999999982	6
di	si	0.6	0.28475697986529375	5
di	mi	-0.09999999999999999	0.8728885715695383	5
di	tau_m	-0.09999999999999999	0.8728885715695383	5
di	sg	-0.3	0.6238376647810728	5
homa_ir	si	-0.5757575757575757	0.08155281477260236	10
homa_ir	mi	-0.18787878787878787	0.603217610029209	10
homa_ir	tau_m	-0.07878787878787878	0.8287173946974606	10
homa_ir	sg	0.16363636363636364	0.6514773427962428	10
homa_b	si	-0.5393939393939393	0.1075931877824148	10
homa_b	mi	-0.32121212121212117	0.3654683104386702	10
homa_b	tau_m	-0.22424242424242422	0.5334005612725947	10
homa_b	sg	0.23636363636363633	0.5108853175152002	10
