tier,sspg_n,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,di_n,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Tier 1: CGM 统计特征,83,0.21993444039911864,0.3020145622437811,0.046893757158408156,74.0436228606458,61.43578292634318,79,0.15710305787464274,0.2128664366302602,0.012287225503406662,1.0537361550491064,0.8098646547651099
Tier 2: 6D ODE 参数,83,0.25302853046305634,0.30132169974914835,-0.5426639342599349,94.20038247944403,70.51773631024008,79,0.29415606058121213,0.3685392437948224,0.02327118228986813,1.0478606865682643,0.7968045726982228
Tier 3: 26D 全潜变量,83,0.32535205861425626,0.3609708617870769,-0.3450493892681188,87.96018189900705,67.42583703117721,79,0.2913443159894577,0.360213974044974,-0.08550309278277357,1.1046687762606164,0.8460298331443202
Tier 4: 26D + Demographics,83,0.5246866283066745,0.5487051040827958,0.0005767299488315114,75.82138819328655,57.68741630549622,79,0.40912620346041867,0.5152782088594012,0.024608707001011143,1.0471429747122185,0.795938187974964
