meal_type,n_sspg,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,n_di,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Cornflakes,20,0.6026730752753772,0.5052631578947367,0.23555347874682797,69.78909743549012,49.27264213562012,16,-0.021744322366338657,-0.1323529411764706,-4.626601064601918,1.7197326097067398,1.5185057092516427
PB_sandwich,20,0.4747050598093481,0.4060150375939849,0.07876329083379907,76.61250188520549,51.49883689880371,16,-0.4658110560632317,-0.5029411764705883,-5.975425867851724,1.9147991597207246,1.7167442993693722
Protein_bar,20,0.7839311898055543,0.806015037593985,0.27051697724384927,68.17444670025759,43.77018814086914,16,-0.14819976208686242,-0.2323529411764706,-5.45548140176492,1.842053254103779,1.621511962121792
