gold	param	spearman_r	p_value	n
sspg	si	0.09999999999999999	0.8728885715695383	5
sspg	mi	0.39999999999999997	0.5046315754686911	5
sspg	tau_m	-0.7	0.18812040437418728	5
sspg	sg	-0.49999999999999994	0.39100221895577053	5
di	si	0.09999999999999999	0.8728885715695383	5
di	mi	0.09999999999999999	0.8728885715695383	5
di	tau_m	0.7999999999999999	0.10408803866182788	5
di	sg	0.39999999999999997	0.5046315754686911	5
homa_ir	si	-0.4285714285714286	0.3965014577259474	6
homa_ir	mi	-0.3714285714285715	0.46847813411078715	6
homa_ir	tau_m	-0.942857142857143	0.004804664723032055	6
homa_ir	sg	-0.2	0.704	6
homa_b	si	-0.028571428571428574	0.9571545189504373	6
homa_b	mi	0.08571428571428573	0.8717434402332361	6
homa_b	tau_m	-0.8857142857142858	0.01884548104956266	6
homa_b	sg	-0.5428571428571429	0.26570262390670557	6
