gold	param	spearman_r	p_value	n
sspg	si	-0.6747751534848716	0.0323118085420257	10
sspg	mi	-0.5349568784384567	0.11108833030248295	10
sspg	tau_m	0.14589733048321551	0.6875567115411831	10
sspg	sg	0.09726488698881033	0.7892345325825416	10
di	si	0.48571428571428577	0.3287230320699709	6
di	mi	0.5428571428571429	0.26570262390670557	6
di	tau_m	-0.6571428571428573	0.15617492711370237	6
di	sg	-0.7142857142857143	0.1107871720116617	6
homa_ir	si	-0.33333333333333337	0.38071318167686347	9
homa_ir	mi	-0.5	0.1704706607870538	9
homa_ir	tau_m	-0.08333333333333334	0.831214097710308	9
homa_ir	sg	0.06666666666666667	0.8646897846262037	9
homa_b	si	0.7333333333333334	0.02455415007146968	9
homa_b	mi	0.7666666666666667	0.01594401657897401	9
homa_b	tau_m	-0.08333333333333334	0.831214097710308	9
homa_b	sg	-0.26666666666666666	0.4879222748387009	9
