tier,sspg_n,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,di_n,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Tier 1: CGM 统计特征,83,0.21993444039911864,0.3020145622437811,0.046893757158408156,74.0436228606458,61.43578292634318,79,0.15710305787464274,0.2128664366302602,0.012287225503406662,1.0537361550491064,0.8098646547651099
Tier 2: 6D ODE 参数,83,0.39190854199960184,0.421858777982076,-0.03646677966251577,77.2137591196655,61.058351905279515,79,0.23543432421345115,0.3247950632671104,0.0058849545436490125,1.0571457532655983,0.7774515969069069
Tier 3: 26D 全潜变量,83,0.5014129936240964,0.507017877322392,0.249783100445379,65.69168843953841,52.32645241133339,79,0.22307583044939444,0.29193215635981423,-0.04662769740645878,1.08470753719106,0.7940414019702273
Tier 4: 26D + Demographics,83,0.6453586675920465,0.6627964615323217,0.3938992479126051,59.04585483086899,47.02168050738562,79,0.24491186912640522,0.3416646888128557,-0.2164012033032081,1.1693781283990545,0.8413720962931585
