target,fold_id,spearman_r,rmse,r2
sspg,0,0.3970588235294118,79.3994298954661,-0.021356416250098764
sspg,1,0.22562849121322215,65.77064262219204,0.07103041042124547
sspg,2,-0.10926967578280482,72.79826453553319,-1.3301516767420076
sspg,3,0.7196469939446807,90.03947022960632,-0.03402484596261712
sspg,4,0.6872702375708913,71.0720504912341,0.1779835723259675
di,0,0.46703296703296704,1.5694680779673482,-0.07422803902079034
di,1,0.4175824175824176,1.0997549210049318,0.07065526699354951
di,2,0.6538461538461539,0.9518551344891064,0.1437341829795784
di,3,0.3356643356643357,0.9252951338574679,-0.6743292121396631
di,4,0.4825174825174825,0.6860299311606413,-0.6003465439496996
homa_ir,0,0.24812030075187969,1.0329729877375857,-0.09729952033898193
homa_ir,1,0.6195488721804511,0.9979423812109118,0.20886630312347343
homa_ir,2,0.5771929824561403,1.4723871261425756,0.04994745006762269
homa_ir,3,0.6801229263778924,1.3860988658382418,0.14251625230154663
homa_ir,4,0.46315789473684205,1.1002775847615283,0.28325554946875253
homa_b,0,0.5037593984962406,52.13078227385945,0.18487587088903779
homa_b,1,-0.08421052631578946,52.60497682506474,-0.3403286321690342
homa_b,2,0.2,40.63354173123892,-0.027556655046891976
homa_b,3,0.3596491228070175,56.96393716523898,-0.007676284565133917
homa_b,4,0.5263157894736842,49.06213052112021,0.1172931668023397
