target,method,validation,rmse,mae,r2,pearson_r,spearman_r,spearman_p,n,metric,mean,std,n_folds,test_dataset,pearson_p,coef_file
sspg,direct_mi,full_sample,75.84276391699352,63.82960414228979,1.313153412119128e-05,0.003623745868731995,0.060520489114512084,0.586782398736106,83.0,,,,,,,
sspg,direct_si,full_sample,70.0898796277945,56.04448868104551,0.14596312593213834,0.38205120852071417,0.4039388343708926,0.00015250024346707893,83.0,,,,,,,
di,direct_mi,full_sample,1.114205793693739,0.8547017212218859,0.016989483253010973,0.1303437119810488,0.1394025946072279,0.2758683701870136,63.0,,,,,,,
di,direct_si,full_sample,1.0591109866666322,0.8068376741282505,0.11180098791009807,0.33436654723534615,0.30995955694864685,0.01342924542158563,63.0,,,,,,,
homa_ir,direct_mi,full_sample,1.327815355581779,1.0236020105882386,0.00017813964935697868,0.013346896618734358,0.008474966304137944,0.9343380622504263,97.0,,,,,,,
homa_ir,direct_si,full_sample,1.2051214402174442,0.839367097629741,0.17641414213250384,0.4200168355346003,0.5232387652567152,3.8268215608352167e-08,97.0,,,,,,,
homa_b,direct_mi,full_sample,49.76983240790083,35.644831418166696,0.06204969904108326,0.2490977700443811,0.24939264337479353,0.013760767674022744,97.0,,,,,,,
homa_b,direct_si,full_sample,51.36333905468896,36.56483517176522,0.0010264992558768338,0.032039027074440174,0.04795734203621691,0.6408787324778964,97.0,,,,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,rmse,76.61134757145086,13.86542380684676,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,rmse,74.54465575598401,7.9946185050092495,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,rmse,75.95188864307812,8.013277587496638,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,r2,-0.1383742508333464,0.11877056179935032,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,r2,-0.20315031021743984,0.58390051335319,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,r2,-0.23728303107198565,0.5664270450228877,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,pearson_r,-0.0799733295995056,0.1361818387698712,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,pearson_r,0.40071213807552103,0.31349198204393736,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,pearson_r,0.3535970014318041,0.3034659909419045,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,spearman_r,-0.10925689670743699,0.22327945329541143,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,spearman_r,0.42088015179543836,0.29143779752728277,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,spearman_r,0.3471395733744256,0.2880089303932403,,,,
di,single_mi,5fold_single_vs_joint,,,,,,,63.0,rmse,1.1025438957958078,0.3437693253248188,,,,
di,single_si,5fold_single_vs_joint,,,,,,,63.0,rmse,1.0503535722411788,0.3019300597573435,,,,
di,ridge_6d,5fold_single_vs_joint,,,,,,,63.0,rmse,1.0155598620287378,0.31445740142346723,,,,
di,single_mi,5fold_single_vs_joint,,,,,,,63.0,r2,-0.3048918378121874,0.27105623606244605,,,,
di,single_si,5fold_single_vs_joint,,,,,,,63.0,r2,-0.24245035010877397,0.38334229909835155,,,,
di,ridge_6d,5fold_single_vs_joint,,,,,,,63.0,r2,-0.17603947005959183,0.4127280721352934,,,,
di,single_mi,5fold_single_vs_joint,,,,,,,63.0,pearson_r,0.01961530118133622,0.2160176433863964,,,,
di,single_si,5fold_single_vs_joint,,,,,,,63.0,pearson_r,0.2881669206250768,0.16478506159711348,,,,
di,ridge_6d,5fold_single_vs_joint,,,,,,,63.0,pearson_r,0.4873600921764999,0.13611917282885025,,,,
di,single_mi,5fold_single_vs_joint,,,,,,,63.0,spearman_r,0.035864135864135845,0.27991027513470434,,,,
di,single_si,5fold_single_vs_joint,,,,,,,63.0,spearman_r,0.21388611388611384,0.23737352689646377,,,,
di,ridge_6d,5fold_single_vs_joint,,,,,,,63.0,spearman_r,0.40049950049950045,0.10437643520023834,,,,
homa_ir,single_mi,5fold_single_vs_joint,,,,,,,97.0,rmse,1.338332594530279,0.22402522370942352,,,,
homa_ir,single_si,5fold_single_vs_joint,,,,,,,97.0,rmse,1.208925621309265,0.21998883337623534,,,,
homa_ir,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,rmse,1.2210485777330022,0.18327620236178,,,,
homa_ir,single_mi,5fold_single_vs_joint,,,,,,,97.0,r2,-0.090146444467302,0.08654052644831225,,,,
homa_ir,single_si,5fold_single_vs_joint,,,,,,,97.0,r2,0.10294704136495847,0.16103523007988596,,,,
homa_ir,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,r2,0.07710089859104566,0.1609430068808722,,,,
homa_ir,single_mi,5fold_single_vs_joint,,,,,,,97.0,pearson_r,-0.12019070750687202,0.06184500584996647,,,,
homa_ir,single_si,5fold_single_vs_joint,,,,,,,97.0,pearson_r,0.4208242960834944,0.11119139146147615,,,,
homa_ir,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,pearson_r,0.4036689970895835,0.0918091279234618,,,,
homa_ir,single_mi,5fold_single_vs_joint,,,,,,,97.0,spearman_r,-0.09747198256794598,0.11320725766933043,,,,
homa_ir,single_si,5fold_single_vs_joint,,,,,,,97.0,spearman_r,0.4800794998274517,0.1645300073058224,,,,
homa_ir,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,spearman_r,0.44927849578128604,0.1633866713730362,,,,
homa_b,single_mi,5fold_single_vs_joint,,,,,,,97.0,rmse,50.41990595447636,5.194139137694764,,,,
homa_b,single_si,5fold_single_vs_joint,,,,,,,97.0,rmse,51.353516043281715,6.95842971286382,,,,
homa_b,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,rmse,49.87333511744073,5.607903308498745,,,,
homa_b,single_mi,5fold_single_vs_joint,,,,,,,97.0,r2,-0.013485603100871546,0.12325507383242267,,,,
homa_b,single_si,5fold_single_vs_joint,,,,,,,97.0,r2,-0.03587675002384625,0.022906460803994978,,,,
homa_b,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,r2,0.006435499311463744,0.15116206892972897,,,,
homa_b,single_mi,5fold_single_vs_joint,,,,,,,97.0,pearson_r,0.2069483565009486,0.21754656342059633,,,,
homa_b,single_si,5fold_single_vs_joint,,,,,,,97.0,pearson_r,-0.010989294236516659,0.13069261159072804,,,,
homa_b,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,pearson_r,0.23816589780470707,0.21684362905616553,,,,
homa_b,single_mi,5fold_single_vs_joint,,,,,,,97.0,spearman_r,0.2244110275689223,0.18762043365986025,,,,
homa_b,single_si,5fold_single_vs_joint,,,,,,,97.0,spearman_r,0.008320802005012534,0.12259174011379596,,,,
homa_b,ridge_6d,5fold_single_vs_joint,,,,,,,97.0,spearman_r,0.2914285714285715,0.17183856642638953,,,,
sspg,ridge_6d,5fold_subject,,,,,,,83.0,rmse,75.81597155480634,8.338693714332882,5.0,,,
sspg,ridge_6d,5fold_subject,,,,,,,83.0,mae,62.097297809479485,8.02464091488835,5.0,,,
sspg,ridge_6d,5fold_subject,,,,,,,83.0,r2,-0.22730379124150213,0.5566517175858031,5.0,,,
sspg,ridge_6d,5fold_subject,,,,,,,83.0,pearson_r,0.37374793474554274,0.3230599368198811,5.0,,,
sspg,ridge_6d,5fold_subject,,,,,,,83.0,spearman_r,0.3840669740950802,0.30763574559111445,5.0,,,
di,ridge_6d,5fold_subject,,,,,,,63.0,rmse,1.0464806396958992,0.29322981976028745,5.0,,,
di,ridge_6d,5fold_subject,,,,,,,63.0,mae,0.8275461596933551,0.1867570560106625,5.0,,,
di,ridge_6d,5fold_subject,,,,,,,63.0,r2,-0.226902869027405,0.34318297836591993,5.0,,,
di,ridge_6d,5fold_subject,,,,,,,63.0,pearson_r,0.42833054856352903,0.10597878143682063,5.0,,,
di,ridge_6d,5fold_subject,,,,,,,63.0,spearman_r,0.47132867132867134,0.10464200471965047,5.0,,,
homa_ir,ridge_6d,5fold_subject,,,,,,,97.0,rmse,1.1979357891381688,0.19363682178712815,5.0,,,
homa_ir,ridge_6d,5fold_subject,,,,,,,97.0,mae,0.8471478203106744,0.036071698132277646,5.0,,,
homa_ir,ridge_6d,5fold_subject,,,,,,,97.0,r2,0.11745720692448267,0.13202324658130446,5.0,,,
homa_ir,ridge_6d,5fold_subject,,,,,,,97.0,pearson_r,0.426461628124449,0.11087315033636462,5.0,,,
homa_ir,ridge_6d,5fold_subject,,,,,,,97.0,spearman_r,0.5176285953006412,0.15227727653146655,5.0,,,
homa_b,ridge_6d,5fold_subject,,,,,,,97.0,rmse,50.27907370330446,5.441383779877899,5.0,,,
homa_b,ridge_6d,5fold_subject,,,,,,,97.0,mae,36.58816338556936,2.713987035588348,5.0,,,
homa_b,ridge_6d,5fold_subject,,,,,,,97.0,r2,-0.014678506817936521,0.18083216210598416,5.0,,,
homa_b,ridge_6d,5fold_subject,,,,,,,97.0,pearson_r,0.21489763790228267,0.2834483892919352,5.0,,,
homa_b,ridge_6d,5fold_subject,,,,,,,97.0,spearman_r,0.3011027568922306,0.22534701908848606,5.0,,,
sspg,ridge_6d,leave_one_dataset_out,71.00117294187382,62.93092692857753,0.11313365466973901,0.38727284592105643,0.3556370362231614,0.04576097037143965,32.0,,,,,D1,0.028535657703356206,
sspg,ridge_6d,leave_one_dataset_out,76.9944143800755,55.20511976720716,-0.11914012782327732,0.18973352159048187,0.2161508227538862,0.24285086455761853,31.0,,,,,D2,0.3066371462636598,
sspg,ridge_6d,leave_one_dataset_out,71.46266063569898,48.84146195434504,0.19845057286062806,0.5176076008474735,0.5969924812030075,0.005451989383349595,20.0,,,,,D4,0.019413803482198316,
di,ridge_6d,leave_one_dataset_out,0.8828140840519709,0.7529107505279704,0.15587789920452155,0.5234723170610246,0.46375217865013196,0.007508698845664535,32.0,,,,,D1,0.002108475526399394,
di,ridge_6d,leave_one_dataset_out,1.19899660420166,0.8250584638130747,0.09093065458394511,0.3335071375919135,0.5419354838709677,0.00163830809723803,31.0,,,,,D2,0.06673205129333769,
homa_ir,ridge_6d,leave_one_dataset_out,1.1058267031450872,0.8763800855482646,0.13714939000264603,0.40419998638016774,0.42819173491174234,0.014488982121627757,32.0,,,,,D1,0.02176638846873452,
homa_ir,ridge_6d,leave_one_dataset_out,1.4101123786728114,0.9430610202145302,0.042286585796205034,0.3178415075481767,0.4646752015173068,0.0037617115062452138,37.0,,,,,D2,0.05523287399274964,
homa_ir,ridge_6d,leave_one_dataset_out,1.2751330013010318,1.0709321287126234,-0.08110828228869016,0.42043340390380457,0.5947721418774863,0.0008436238302096814,28.0,,,,,D4,0.025901238077201218,
homa_b,ridge_6d,leave_one_dataset_out,58.40040312014551,42.05356591175971,-0.09866975763523378,-0.06923689553896266,-0.17412023460410556,0.34054334168762623,32.0,,,,,D1,0.7065208751501766,
