target,model,n,spearman,r2,rmse
iauc,pre_CGM_time_only,1369.0,0.5670080786740919,0.21282018292054794,1.556919235724779
iauc,pre_CGM_time_plus_wearable_pre,1369.0,0.5589135919243707,0.2095931321987955,1.5601072739056177
iauc,pre_CGM_time_plus_wearable_post,1369.0,0.5802156665824306,0.24146884399656166,1.5283253651616386
