target,model,n,spearman,r2,rmse
target_delta_max,Exp8_z10_only,1360.0,0.5544823467776784,0.3020497667261546,1.066158623094786
target_delta_max,Exp8_z26_only,1360.0,0.5640282076404288,0.3101959014423087,1.0599185200652081
target_delta_max,Exp8_z26_plus_wearable_pre_post,1360.0,0.5929303674503946,0.3248553269750072,1.0485955688715654
target_iauc,Exp8_z10_only,1360.0,0.5939187858632623,0.25949591764586244,1.5116511212765038
target_iauc,Exp8_z26_only,1360.0,0.6081819810902992,0.27400021422255527,1.4967735095739152
target_iauc,Exp8_z26_plus_wearable_pre_post,1360.0,0.6359385187363801,0.29900504570840536,1.470771778602042
