target,model,n,spearman,r2,rmse
sspg_true,LOOCV_Ridge10D_baseline,30.0,0.2262151802621447,-0.049145397739217556,88.07851067874073
sspg_true,LOOCV_Ridge26D,30.0,0.1978816156000524,0.04648966617416406,83.96819636957967
sspg_true,LOOCV_Gated10D_16Dresidual_ctx,30.0,0.2262151802621447,-0.05132158160507716,88.1698115327599
di_true,LOOCV_Ridge10D_baseline,30.0,-0.14150174041762673,-0.7534472430511292,1.2192097313116537
di_true,LOOCV_Ridge26D,30.0,-0.36443151387823264,-0.5127157059719509,1.1324283327450047
di_true,LOOCV_Gated10D_16Dresidual_ctx,30.0,-0.10536365082506534,-0.7562418046630677,1.220180904030073
