gold	param	spearman_r	p_value	n
sspg	si	0.14285714285714288	0.7871720116618075	6
sspg	mi	0.48571428571428577	0.3287230320699709	6
sspg	tau_m	0.48571428571428577	0.3287230320699709	6
sspg	sg	-0.48571428571428577	0.3287230320699709	6
di	si	0.39999999999999997	0.5046315754686911	5
di	mi	0.09999999999999999	0.8728885715695383	5
di	tau_m	-0.6	0.28475697986529375	5
di	sg	-0.39999999999999997	0.5046315754686911	5
homa_ir	si	-0.04242424242424241	0.907363817812816	10
homa_ir	mi	0.5030303030303029	0.13833369839449197	10
homa_ir	tau_m	0.6121212121212121	0.05997214247725524	10
homa_ir	sg	-0.3939393939393939	0.25999776683488757	10
homa_b	si	-0.01818181818181818	0.9602404181286243	10
homa_b	mi	0.49090909090909085	0.14965567342083677	10
homa_b	tau_m	0.49090909090909085	0.14965567342083677	10
homa_b	sg	-0.4424242424242424	0.20042268671194224	10
