meal_type,n_sspg,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,n_di,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Cornflakes,20,0.31641181833598336,0.6,-0.5503673563790259,99.38740130266858,63.90644912719726,16,0.478679941742765,0.5264705882352941,-4.124474405273178,1.6412038558093007,1.491635674676783
PB_sandwich,20,0.08545132557374213,0.2721804511278195,-0.6778138428717195,103.3917566205768,69.23122081756591,16,0.3411851723135614,0.22941176470588234,-4.228141428266805,1.657721339556281,1.5034255479191612
Protein_bar,20,0.3604905543533479,0.6631578947368421,-0.6801946479382379,103.46508667376109,68.5703779220581,16,0.5091070482415645,0.538235294117647,-4.269935568660462,1.6643341221901475,1.5112748090838264
