gold	param	spearman_r	p_value	n
sspg	si	0.12158110873601292	0.7379379712336098	10
sspg	mi	-0.47416632407045034	0.16619192808155497	10
sspg	tau_m	0.13981827504641486	0.7000568732769904	10
sspg	sg	0.6261427099904666	0.05277824501366533	10
di	si	0.14285714285714288	0.7871720116618075	6
di	mi	0.2571428571428572	0.6227871720116618	6
di	tau_m	-0.5428571428571429	0.26570262390670557	6
di	sg	-0.3714285714285715	0.46847813411078715	6
homa_ir	si	-0.25	0.5164895523012263	9
homa_ir	mi	0.08333333333333334	0.831214097710308	9
homa_ir	tau_m	0.2833333333333333	0.46003032896571994	9
homa_ir	sg	0.48333333333333334	0.18746985521554207	9
homa_b	si	-0.049999999999999996	0.8983528043506301	9
homa_b	mi	0.6	0.0876228290414024	9
homa_b	tau_m	0.09999999999999999	0.797971695234851	9
homa_b	sg	-0.3	0.4328453267094823	9
