model,cv_spearman,cv_pearson,test_pearson,test_spearman,test_r2,test_rmse
RidgeCV,0.3181905728467054,0.28289487755520726,0.6127680122780657,0.7112781954887217,0.23640277597141068,69.75031894875715
RF,0.08886381754494843,0.1001916604143002,0.5995713839155211,0.5548872180451127,0.3036945888408503,66.60608580391353
GBR,0.04377161291122425,0.03447396581066806,0.45507988285880574,0.5548872180451127,0.20365199792944266,71.23041503172743
