gold	param	spearman_r	p_value	n
sspg	si	0.5045616012544536	0.13694196641606443	10
sspg	mi	-0.6747751534848716	0.0323118085420257	10
sspg	tau_m	-0.32218993815043423	0.36392707596751084	10
sspg	sg	0.06079055436800646	0.8675109976588954	10
di	si	-0.2571428571428572	0.6227871720116618	6
di	mi	0.48571428571428577	0.3287230320699709	6
di	tau_m	-0.028571428571428574	0.9571545189504373	6
di	sg	-0.8857142857142858	0.01884548104956266	6
homa_ir	si	0.0	1.0	9
homa_ir	mi	-0.33333333333333337	0.38071318167686347	9
homa_ir	tau_m	0.15	0.7000942309691419	9
homa_ir	sg	0.13333333333333333	0.7323675052362975	9
homa_b	si	-0.41666666666666663	0.26458604674749614	9
homa_b	mi	0.7333333333333334	0.02455415007146968	9
homa_b	tau_m	0.43333333333333335	0.2439524358800516	9
homa_b	sg	0.4666666666666666	0.20538635110581185	9
