gold	param	spearman_r	p_value	n
sspg	si	0.3142857142857143	0.5440932944606414	6
sspg	mi	0.15179418517972906	0.7740575031656567	6
sspg	tau_m	-0.14285714285714288	0.7871720116618075	6
sspg	sg	0.08571428571428573	0.8717434402332361	6
di	si	-0.3	0.6238376647810728	5
di	mi	0.46169025843831935	0.43376615616902786	5
di	tau_m	0.3	0.6238376647810728	5
di	sg	0.3	0.6238376647810728	5
homa_ir	si	0.4424242424242424	0.20042268671194224	10
homa_ir	mi	-0.3564240777040118	0.31204969421846357	10
homa_ir	tau_m	-0.406060606060606	0.24428229408662638	10
homa_ir	sg	-0.13939393939393938	0.7009318849100584	10
homa_b	si	0.406060606060606	0.24428229408662638	10
homa_b	mi	-0.29389353775593957	0.40981812563919817	10
homa_b	tau_m	-0.29696969696969694	0.4047016712701569	10
homa_b	sg	-0.2121212121212121	0.5563057751029299	10
