meal_type,n_sspg,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,n_di,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Cornflakes,20,0.6116254111332422,0.5684210526315789,0.2635757543173465,68.49802768341502,45.20545272827148,16,0.6088393764401293,0.5882352941176471,-144.70081164766617,8.751224999824412,8.708841866204954
PB_sandwich,20,0.41021581543400687,0.3413533834586466,0.11499052251782127,75.09101733151712,52.41158218383789,16,0.6425567811022961,0.6235294117647059,-139.70202554627974,8.599793821523804,8.560966288993574
Protein_bar,20,0.7868510134219325,0.6541353383458646,0.32984007441696317,65.3436296349323,44.22281608581543,16,0.5529205496443542,0.4970588235294117,-143.52275364425412,8.715774358299438,8.682196712444044
