tier,sspg_n,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,di_n,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Tier 1: CGM 统计特征,83,0.21993444039911864,0.3020145622437811,0.046893757158408156,74.0436228606458,61.43578292634318,79,0.15710305787464274,0.2128664366302602,0.012287225503406662,1.0537361550491064,0.8098646547651099
Tier 2: 6D ODE 参数,83,0.2201660542917394,0.23873312106732336,0.01150135431205257,75.40585043092797,60.20480826356274,79,0.21260564089402686,0.24468259909532397,-0.18164175441309038,1.1525491653126654,0.8654561676201257
Tier 3: 26D 全潜变量,83,0.25147015893788016,0.3183388225339921,0.039453841420822866,74.33205212030818,59.86664695994678,79,0.11600613787827248,0.14264935887167074,-0.2943959318278426,1.2062855231703904,0.8990764059922043
Tier 4: 26D + Demographics,83,0.4066809103906925,0.48647345456487245,-0.4949335949489264,92.73164283915126,66.96155642987341,79,0.19492335937039212,0.2581929052683235,-0.5064417954055767,1.3013458288057294,0.9449586869348876
