feature,importance
z_init_0,22.338350514487388
Gb,3.500003504103272
mi,0.5753596023682125
z_init_2,0.2717740770977969
tau_m,0.1420598646893189
z_init_3,0.07025760293308826
z_init_1,0.003829988295546812
p2,0.003544426770265556
sg,0.0034328800950867984
si,0.002363906231854015
