feature,importance
Gb,0.20487821951755006
z_init_3,0.11310084183311882
tau_m,0.06905190030429599
z_init_0,0.056150769257562606
mi,0.0017293148643839067
p2,0.001683392513024437
si,0.001656594846933904
z_init_1,0.0016325718830878025
z_init_2,0.001496711229568391
sg,0.0014053320451222256
