   gold param  spearman_r  p_value  n
   sspg    si    0.035714 0.939408  7
   sspg    mi   -0.678571 0.093750  7
   sspg tau_m    0.642857 0.119392  7
   sspg    sg   -0.785714 0.036238  7
     di    si   -0.035714 0.939408  7
     di    mi    0.535714 0.215217  7
     di tau_m   -0.357143 0.431611  7
     di    sg    0.571429 0.180202  7
homa_ir    si   -0.107143 0.819151  7
homa_ir    mi   -0.357143 0.431611  7
homa_ir tau_m    0.214286 0.644512  7
homa_ir    sg   -0.571429 0.180202  7
 homa_b    si    0.035714 0.939408  7
 homa_b    mi    0.571429 0.180202  7
 homa_b tau_m   -0.500000 0.253170  7
 homa_b    sg    0.428571 0.337368  7
