experiment,sspg_pearson_r,di_pearson_r,sspg_agg_pearson_r,di_agg_pearson_r,icc_sspg,icc_di
Exp1_26D_Detach_WideIdent,0.4813936720422909,0.644785162450028,0.5007646973886487,0.644923187702996,0.5328467220877128,0.5345204260516283
Exp2_26D_SemiSupervised_WideIdent,0.679305169667223,0.6524211991851172,0.6861849971227217,0.6524503263815741,0.4189601757506639,0.4482198386502389
