gold	param	spearman_r	p_value	n
sspg	si	0.4285714285714286	0.3965014577259474	6
sspg	mi	0.6	0.20799999999999982	6
sspg	tau_m	0.4285714285714286	0.3965014577259474	6
sspg	sg	0.08571428571428573	0.8717434402332361	6
di	si	-0.3	0.6238376647810728	5
di	mi	-0.09999999999999999	0.8728885715695383	5
di	tau_m	0.39999999999999997	0.5046315754686911	5
di	sg	-0.09999999999999999	0.8728885715695383	5
homa_ir	si	0.43030303030303024	0.21449233253280775	10
homa_ir	mi	0.16363636363636364	0.6514773427962428	10
homa_ir	tau_m	-0.24848484848484845	0.48877630451924314	10
homa_ir	sg	0.32121212121212117	0.3654683104386702	10
homa_b	si	0.19999999999999998	0.5795840000000001	10
homa_b	mi	0.05454545454545454	0.8810361811618526	10
homa_b	tau_m	-0.16363636363636364	0.6514773427962428	10
homa_b	sg	0.24848484848484845	0.48877630451924314	10
