gold	param	spearman_r	p_value	n
sspg	si	-0.41337576970244394	0.23506197663269415	10
sspg	mi	-0.43161293601284584	0.21294529187580233	10
sspg	tau_m	0.12158110873601292	0.7379379712336098	10
sspg	sg	-0.5410359338752574	0.10631754642508436	10
di	si	-0.2571428571428572	0.6227871720116618	6
di	mi	0.7142857142857143	0.1107871720116617	6
di	tau_m	-0.7714285714285715	0.07239650145772594	6
di	sg	0.2571428571428572	0.6227871720116618	6
homa_ir	si	-0.7166666666666667	0.029818035695845287	9
homa_ir	mi	0.049999999999999996	0.8983528043506301	9
homa_ir	tau_m	-0.15	0.7000942309691419	9
homa_ir	sg	-0.48333333333333334	0.18746985521554207	9
homa_b	si	0.049999999999999996	0.8983528043506301	9
homa_b	mi	0.43333333333333335	0.2439524358800516	9
homa_b	tau_m	0.31666666666666665	0.4063970144863861	9
homa_b	sg	0.5333333333333333	0.13922686754397814	9
