model,sspg_n,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,di_n,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Ridge10D,20,0.5121599189523381,0.6030075187969924,0.07819935875309014,76.63594734572305,60.596825654743064,16,0.6082361778022279,0.6411764705882352,0.30152031141501934,0.6059192570119032,0.4467756242254899
Ridge26D,20,0.6451385239606346,0.7729323308270677,0.15217767921274195,73.49646489751638,59.61611033195466,16,0.6082488893217,0.6088235294117647,0.2104540047617235,0.6442086945419084,0.46636700164845807
StackGated10D26D,20,0.38120996257254974,0.45112781954887216,0.06876184072370473,77.0272528667423,57.936754109900406,16,0.3142666082015666,0.2647058823529412,0.05359049977502406,0.7053057265945195,0.5763831235297079
