gold	param	spearman_r	p_value	n
sspg	si	-0.47416632407045034	0.16619192808155497	10
sspg	mi	-0.43161293601284584	0.21294529187580233	10
sspg	tau_m	0.5714312110592608	0.08441186126257032	10
sspg	sg	0.11550205329921229	0.750683041040583	10
di	si	0.6904761904761906	0.057990318164572716	8
di	mi	-0.38095238095238104	0.35181255311756476	8
di	tau_m	0.14285714285714288	0.735764859879812	8
di	sg	-0.6666666666666669	0.07098765432098751	8
homa_ir	si	-0.15	0.7000942309691419	9
homa_ir	mi	-0.8666666666666667	0.0024953982859902053	9
homa_ir	tau_m	0.7999999999999999	0.00962792472537983	9
homa_ir	sg	-0.75	0.019942126131992522	9
homa_b	si	0.5	0.1704706607870538	9
homa_b	mi	0.03333333333333333	0.932156735540504	9
homa_b	tau_m	-0.31666666666666665	0.4063970144863861	9
homa_b	sg	-0.08333333333333334	0.831214097710308	9
