target,fold_id,spearman_r,rmse,r2
sspg,0,0.4264705882352942,82.59086756344773,-0.1051128009200255
sspg,1,0.4181484538245041,66.2224160164643,0.05822454095547136
sspg,2,-0.11786391994549732,69.93976334104725,-1.150752597647136
sspg,3,0.7005152742692597,88.25905804352779,0.006463816368826536
sspg,4,0.793230531157838,63.992116937079196,0.3335988147611839
di,0,0.24725274725274726,1.6121734276463526,-0.1334830436114791
di,1,0.32417582417582413,1.0708087584396726,0.11893318607055336
di,2,0.5934065934065934,0.9069650198936209,0.22259385742305282
di,3,-0.1188811188811189,1.0132722499201232,-1.0078561537023427
di,4,0.2657342657342658,0.7940326360955263,-1.1439004429721478
homa_ir,0,0.37744360902255636,1.0710196839790638,-0.17962010259475503
homa_ir,1,0.6706766917293233,0.9217467663625721,0.3250646198178513
homa_ir,2,0.7017543859649124,1.408864320577901,0.1301548497341909
homa_ir,3,0.5923651294259064,1.4022575085778186,0.12240724464962949
homa_ir,4,0.4719298245614035,1.0801929073975398,0.30918389954111947
homa_b,0,0.24962406015037594,57.674879916815975,0.002280034222790217
homa_b,1,0.33533834586466166,73.18090568435358,-1.5938997535016726
homa_b,2,0.47719298245614034,37.81303222729549,0.11014462214121745
homa_b,3,0.30000000000000004,57.42444230430269,-0.02403455669917043
homa_b,4,0.38070175438596493,50.917470859665805,0.04926971447346129
