gold	param	spearman_r	p_value	n
sspg	si	-0.6990913752320743	0.024470990757150354	10
sspg	mi	-0.5288778230016562	0.11599132062584641	10
sspg	tau_m	-0.5531940447488588	0.09716879095836048	10
sspg	sg	-0.7112494861056756	0.021090925985548795	10
di	si	0.48571428571428577	0.3287230320699709	6
di	mi	0.7142857142857143	0.1107871720116617	6
di	tau_m	0.48571428571428577	0.3287230320699709	6
di	sg	0.48571428571428577	0.3287230320699709	6
homa_ir	si	-0.35	0.35581957250178897	9
homa_ir	mi	-0.2333333333333333	0.5456987782182727	9
homa_ir	tau_m	-0.21666666666666667	0.5755148957119259	9
homa_ir	sg	-0.38333333333333336	0.30849527238037144	9
homa_b	si	0.6166666666666666	0.07692880993776309	9
homa_b	mi	0.7	0.03576957497026169	9
homa_b	tau_m	0.7333333333333334	0.02455415007146968	9
homa_b	sg	0.6666666666666667	0.0498672305688851	9
