gold	param	spearman_r	p_value	n
sspg	si	-0.08333333333333334	0.831214097710308	9
sspg	mi	-0.016666666666666666	0.9660548039946861	9
sspg	tau_m	-0.03333333333333333	0.932156735540504	9
sspg	sg	0.15	0.7000942309691419	9
di	si	0.4761904761904762	0.23293553465009798	8
di	mi	0.4285714285714286	0.2894032248467901	8
di	tau_m	-0.38095238095238104	0.35181255311756476	8
di	sg	-0.7380952380952381	0.03655276105286081	8
homa_ir	si	-0.2121212121212121	0.5563057751029299	10
homa_ir	mi	0.06666666666666665	0.8548130882487426	10
homa_ir	tau_m	0.06666666666666665	0.8548130882487426	10
homa_ir	sg	-0.22424242424242422	0.5334005612725947	10
homa_b	si	-0.23636363636363633	0.5108853175152002	10
homa_b	mi	0.0303030303030303	0.9337729580941466	10
homa_b	tau_m	0.1515151515151515	0.6760651759978538	10
homa_b	sg	-0.2727272727272727	0.44583834154275137	10
