target,fold_id,spearman_r,rmse,r2
sspg,0,0.34068627450980393,84.29786547083829,-0.1512660797463503
sspg,1,0.279583130416384,74.94525208303605,-0.2062173647688168
sspg,2,-0.060159709138847585,62.753526519961326,-0.731483719784692
sspg,3,0.7888155189250486,88.98242645055736,-0.009888904667908704
sspg,4,0.7005152742692597,72.21341187941256,0.15136969737644967
di,0,0.34615384615384615,1.6310805037404166,-0.16022522532721784
di,1,0.32967032967032966,1.1475266900444974,-0.011837113460827053
di,2,0.510989010989011,0.9112038630744838,0.2153102175677608
di,3,-0.2657342657342658,0.9963864778148908,-0.9414935319409306
di,4,0.1188811188811189,0.7383115293136753,-0.853562389283969
homa_ir,0,0.13533834586466165,1.1568405559914616,-0.37624029895181366
homa_ir,1,0.6646616541353383,0.9389927668518334,0.29957209047234146
homa_ir,2,0.5228070175438596,1.5532525439861409,-0.05727448617099418
homa_ir,3,0.6309785600847803,1.3731117419082022,0.15850945040954323
homa_ir,4,0.39473684210526316,1.2021939227733605,0.14432495843329562
homa_b,0,0.22556390977443608,57.03450841195993,0.024312658459990533
homa_b,1,0.24661654135338343,48.80796840320348,-0.15382272832269805
homa_b,2,0.6052631578947367,37.48566857127881,0.1254856466946772
homa_b,3,0.28070175438596495,58.43235361584341,-0.060297652151587666
homa_b,4,0.3350877192982456,52.557315073845764,-0.012954698769172879
