gold	param	spearman_r	p_value	n
sspg	si	-0.3714285714285715	0.46847813411078715	6
sspg	mi	-0.3714285714285715	0.46847813411078715	6
sspg	tau_m	0.2571428571428572	0.6227871720116618	6
sspg	sg	-0.3142857142857143	0.5440932944606414	6
di	si	0.19047619047619052	0.6514014957024814	8
di	mi	-0.4285714285714286	0.2894032248467901	8
di	tau_m	0.5868368683374969	0.1261989855360893	8
di	sg	-0.19047619047619052	0.6514014957024814	8
homa_ir	si	-0.24848484848484845	0.48877630451924314	10
homa_ir	mi	0.07878787878787878	0.8287173946974606	10
homa_ir	tau_m	0.37690143708164003	0.2830033650057079	10
homa_ir	sg	-0.406060606060606	0.24428229408662638	10
homa_b	si	-0.43030303030303024	0.21449233253280775	10
homa_b	mi	-0.04242424242424241	0.907363817812816	10
homa_b	tau_m	0.2613993837824278	0.465684706386463	10
homa_b	sg	-0.34545454545454546	0.32822651147136733	10
