meal_type,n_sspg,sspg_pearson_r,sspg_spearman_r,sspg_r2,sspg_rmse,sspg_mae,n_di,di_pearson_r,di_spearman_r,di_r2,di_rmse,di_mae
Cornflakes,20,,,-0.007943903110529948,80.13683915583468,63.52285614013672,16,,,-0.10312760983935432,0.7614663948055093,0.6288288482488278
PB_sandwich,20,,,-0.007943903110529948,80.13683915583468,63.52285614013672,16,,,-0.10312760983935432,0.7614663948055093,0.6288288482488278
Protein_bar,20,,,-0.007943903110529948,80.13683915583468,63.52285614013672,16,,,-0.10312760983935432,0.7614663948055093,0.6288288482488278
