target,method,validation,rmse,mae,r2,pearson_r,spearman_r,spearman_p,n,metric,mean,std,n_folds,test_dataset,pearson_p,coef_file
sspg,direct_mi,full_sample,68.48882414114107,54.88903435418914,0.18453483407599236,0.4295751786078806,0.46782915470930037,8.216055488448918e-06,83.0,,,,,,,
sspg,direct_si,full_sample,75.8395979614676,63.779865582725854,9.661604101707244e-05,0.009829345909928873,0.06667226823352407,0.5492606557757824,83.0,,,,,,,
di,direct_mi,full_sample,1.0784252973367396,0.8196114962535864,0.07911060199005227,0.2812660697454295,0.2898700301431631,0.02119929709559061,63.0,,,,,,,
di,direct_si,full_sample,1.0989504746510277,0.8279912602617461,0.04372328444815765,0.20910113449751022,0.15387569456386677,0.22855879431988133,63.0,,,,,,,
homa_ir,direct_mi,full_sample,1.2124727257312218,0.8601693568753402,0.16633568752854033,0.40784272401078286,0.5014366021345109,1.6790682692425234e-07,97.0,,,,,,,
homa_ir,direct_si,full_sample,1.3199202152612082,1.0039328512253962,0.012032598067996836,0.10969319973449267,0.1378020316279497,0.17829293238039706,97.0,,,,,,,
homa_b,direct_mi,full_sample,51.37093934587334,36.348315781309545,0.000730838912702314,0.027034032490590353,-0.00735731638861074,0.9429817119566702,97.0,,,,,,,
homa_b,direct_si,full_sample,51.33306434832205,36.488277173637975,0.002203787057736162,0.0469445104110816,0.03238797187694058,0.752813313237988,97.0,,,,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,rmse,73.70428554643061,7.75706790114969,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,rmse,76.91022800915002,14.565186761011713,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,rmse,73.51660950812399,6.322422978158351,,,,
sspg,single_mi,5fold_single_vs_joint,,,,,,,83.0,r2,-0.2579033772187551,0.8481974763211447,,,,
sspg,single_si,5fold_single_vs_joint,,,,,,,83.0,r2,-0.14072106843153445,0.09470193060942945,,,,
sspg,ridge_6d,5fold_single_vs_joint,,,,,,,83.0,r2,-0.18392184559400443,0.6215148586187589,,,,
