model,n_major_windows,sspg_pred_meal_icc,sspg_pred_cross_day_std_mean,sspg_pred_cross_day_std_median,sspg_pred_triplet_n,sspg_pred_triplet_icc,sspg_pred_triplet_std_mean,di_pred_meal_icc,di_pred_cross_day_std_mean,di_pred_cross_day_std_median,di_pred_triplet_n,di_pred_triplet_icc,di_pred_triplet_std_mean,sspg_vs_hba1c_spearman_high,sspg_vs_hba1c_spearman_low,sspg_vs_homa_ir_spearman_high,sspg_vs_homa_ir_spearman_low,hba1c_probe_spearman_10D,hba1c_probe_spearman_26D,homa_ir_probe_spearman_10D,homa_ir_probe_spearman_26D
GV_10D_head_v20,407,-0.1311395130281879,20.12691014027741,20.189219466631517,42,-0.0724987939910188,26.9143855336905,-0.1716811085110364,0.3801723996349399,0.3684640951287003,42,-0.1198323460128623,0.5814601540264547,0.6980748274629707,0.3979125254138291,0.4482029598308668,0.0859760394644115,0.7921022812448161,0.7477340053165795,0.3234519104084321,0.3222661396574439
GV_26D_Exp8,407,-0.1352877547068579,63.80372633625035,61.81741107488593,42,-0.1630973614033875,89.0063936776043,-0.1841547158410396,1.1398744103276628,1.212594749448688,42,-0.0358794366383322,1.2722634161218724,0.4407223274213078,0.1370336825379422,0.3045806906272022,0.0837209302325581,0.7921022812448161,0.7477340053165795,0.3234519104084321,0.3222661396574439
Metwally14_Ridge,407,0.7735114913647664,27.31046105002688,28.46793655894815,42,0.2663779776618043,23.188597233351945,0.7382374873755458,0.2117259313108191,0.1878750712830947,42,0.2641291098457758,0.1900690409946494,0.6266311216415937,0.2871853604191975,0.3574348132487667,0.1027484143763213,,,,
Wang_Exp1,407,-0.0575284810476027,0.0972635904086692,0.0675145321302387,42,0.0972766564930199,0.0738964525638589,-0.0575284566693057,0.0020935922186979,0.0014532458749728,42,0.0972766699328156,0.0015906160752992,0.1502321377696389,0.2583992769637789,0.1621248842598453,0.2221711376894176,0.7062005523674132,0.7344169299265295,0.2338603425559947,0.2189723320158102
