target,fold_id,spearman_r,rmse,r2
sspg,0,0.4338235294117647,78.54307557910259,0.0005562420950810942
sspg,1,0.20723486421214427,66.41138278072489,0.052842128658727616
sspg,2,0.17925137825044385,78.25309566225857,-1.6924347887531566
sspg,3,0.7770421529709435,84.34989653404682,0.09252593802089892
sspg,4,0.5857249562167338,73.06004667864484,0.13135425481004392
di,0,0.41208791208791207,1.624608481765628,-0.15103609515572614
di,1,0.38461538461538464,1.1122262238014913,0.04945807865914953
di,2,0.5439560439560439,0.9499933541160692,0.14708053216232686
di,3,-0.2027972027972028,0.9336510579948624,-0.7047059830229274
di,4,0.14685314685314685,0.9585152439571124,-2.124107405090814
homa_ir,0,0.1789473684210526,1.1612709316001275,-0.3868017143916114
homa_ir,1,0.6496240601503759,0.9983529223085362,0.20821524408383163
homa_ir,2,0.5456140350877193,1.533837024826719,-0.031008008192252134
homa_ir,3,0.5642826344012708,1.4226246278373462,0.09672887657349527
homa_ir,4,0.419298245614035,1.1593274399851639,0.20425844426680717
homa_b,0,0.22406015037593985,57.16927962890237,0.019696157560934346
homa_b,1,-0.20601503759398496,49.83585806103108,-0.20293319202806614
homa_b,2,0.36315789473684207,38.12949004486491,0.09518787106892745
homa_b,3,0.3596491228070175,57.246031652902,-0.017681343541492645
homa_b,4,0.1456140350877193,55.16860157825956,-0.1161116276254257
